CASE# 1:
9536 not found
5960 not found
8722 not found
8042 not found
2429 not found
5153 not found
3776 not found
3232 not found
2035 found at 945
9608 found at 4503
5494 found at 2583
7840 found at 3677
442 found at 199
1167 not found
127 not found
8315 not found
8545 not found
9017 not found
5681 not found
2867 found at 1363
2368 not found
6891 found at 3230
151 not found
8547 not found
866 found at 394
5284 found at 2478
7456 not found
3421 not found
4608 found at 2172
7337 not found
6210 not found
3718 not found
7253 not found
5558 found at 2614
2453 not found
2433 found at 1169
1303 not found
4714 found at 2230
4924 found at 2314
3497 not found
333 found at 153
1677 found at 778
2749 found at 1299
1710 not found
6992 found at 3280
4082 found at 1909
9192 not found
8688 not found
2044 not found
7607 not found
1521 found at 702
9367 not found
5467 found at 2565
925 found at 415
4730 not found
3539 not found
1175 not found
9210 found at 4329
2156 found at 1023
7275 not found
4610 not found
7394 found at 3467
3620 not found
673 not found
484 found at 226
3853 not found
2308 not found
6401 not found
9826 not found
4540 found at 2132
888 not found
7962 found at 3736
4041 found at 1887
5012 found at 2355
1588 not found
569 not found
634 not found
785 not found
493 not found
3983 not found
906 found at 406
1957 not found
1147 not found
4652 found at 2199
3530 found at 1668
1821 found at 854
7810 not found
4236 not found
1127 not found
4366 not found
7304 not found
7178 not found
9596 not found
6008 not found
8905 found at 4178
4004 found at 1867
8415 not found
8310 not found
5496 not found
931 not found
4936 not found
7909 found at 3704
4610 not found
4106 found at 1918
3759 not found
4611 found at 2175
6904 not found
202 found at 98
879 not found
4644 found at 2194
7743 not found
2433 found at 1169
3944 found at 1840
2681 not found
7909 found at 3704
7870 not found
8242 not found
6844 not found
6830 not found
7314 not found
8616 not found
894 found at 403
6570 not found
9938 not found
9787 not found
8980 found at 4216
8016 not found
4011 found at 1872
3565 found at 1684
295 found at 138
1954 found at 904
2752 not found
7629 found at 3570
8157 not found
6173 not found
5202 not found
2099 not found
1045 not found
2698 not found
8710 found at 4092
1172 found at 533
1656 not found
5175 not found
1826 not found
6824 found at 3191
2640 not found
7489 found at 3514
780 not found
8333 not found
437 not found
9630 found at 4510
6768 not found
2313 found at 1101
4098 not found
2869 found at 1365
7201 not found
8550 found at 4014
3562 found at 1683
5119 not found
1941 found at 899
5257 not found
7233 found at 3382
6259 found at 2937
7622 not found
9303 found at 4371
2770 found at 1313
5167 not found
1160 found at 528
4991 found at 2349
4730 not found
565 found at 262
9733 found at 4560
3511 not found
4722 not found
4029 found at 1882
9716 found at 4555
1046 not found
3655 found at 1721
7162 found at 3355
5732 found at 2699
6918 not found
3388 found at 1609
7354 not found
5198 not found
4629 not found
1344 found at 611
7145 found at 3347
1041 found at 465
9406 not found
6513 not found
7246 not found
9260 found at 4349
928 found at 416
6217 not found
3871 not found
9990 not found
7923 not found
6141 not found
7367 found at 3453
7729 not found
5721 found at 2696
7977 found at 3741
2736 not found
6710 not found
8146 not found
4516 found at 2120
6711 found at 3132
8760 found at 4115
4186 found at 1956
1495 found at 688
121 not found
7090 not found
9155 not found
970 not found
4225 not found
8206 found at 3846
3215 not found
8500 found at 3986
7520 found at 3524
672 not found
9102 not found
956 not found
298 not found
9116 not found
4090 found at 1912
681 found at 318
2590 not found
2647 found at 1265
4008 found at 1870
1104 found at 496
7967 not found
229 not found
6049 not found
3336 found at 1583
5937 not found
1368 found at 624
3852 not found
491 not found
1189 not found
4558 found at 2141
4027 found at 1881
8564 not found
5226 not found
3636 not found
2912 not found
9394 not found
4309 not found
403 found at 187
4554 not found
2486 found at 1196
869 not found
5022 not found
5255 not found
4980 found at 2345
6849 found at 3207
185 not found
4548 found at 2138
1018 found at 454
5462 not found
4073 found at 1902
1792 found at 834
7365 found at 3452
9089 not found
1621 not found
1862 not found
1837 found at 858
4412 found at 2080
3633 found at 1706
7128 not found
7852 not found
2900 not found
1921 not found
5164 not found
7785 not found
3892 found at 1812
1614 found at 753
7153 not found
367 found at 173
682 found at 319
9775 found at 4584
3898 not found
6987 not found
1213 found at 550
1624 not found
6258 found at 2936
2296 not found
671 not found
637 not found
1317 not found
6727 not found
7393 not found
3469 not found
2562 not found
5895 found at 2775
3070 not found
9283 not found
7478 not found
6470 not found
4263 found at 1989
100 not found
7051 not found
8763 not found
8502 not found
1096 not found
9175 found at 4317
3268 not found
5617 not found
3627 not found
7963 not found
1110 not found
5448 found at 2555
7050 not found
5281 not found
2867 found at 1363
3371 not found
5369 not found
3240 found at 1536
8867 not found
564 found at 261
6632 not found
8795 not found
3519 found at 1661
8 not found
8561 not found
7089 found at 3328
1189 not found
1013 not found
5485 not found
9718 not found
8936 not found
4596 found at 2167
5694 not found
9672 found at 4533
2501 not found
8130 not found
9028 found at 4239
9487 not found
6886 not found
3257 not found
683 not found
1848 not found
4505 found at 2118
6514 found at 3037
1169 not found
5992 not found
8394 not found
805 not found
1478 not found
9487 not found
2192 found at 1044
1626 found at 759
2149 not found
3218 not found
6565 not found
5605 not found
1178 not found
3623 found at 1702
6038 not found
677 found at 313
1406 not found
4308 not found
3989 not found
519 found at 244
7829 not found
7293 found at 3415
677 found at 313
7116 not found
8328 found at 3906
8529 found at 4006
3509 found at 1660
2766 not found
333 found at 153
8448 not found
6739 not found
5752 not found
92 found at 39
6212 not found
7356 found at 3446
1384 not found
5843 found at 2755
8131 found at 3809
7343 not found
2821 found at 1340
5624 found at 2649
1358 found at 617
2956 not found
5901 found at 2777
7113 not found
9062 not found
2576 found at 1235
1179 found at 538
3731 found at 1754
7778 not found
3253 not found
3649 found at 1716
4191 not found
3303 not found
1874 not found
8624 not found
1012 not found
7780 found at 3649
3563 not found
7446 not found
9896 found at 4647
8568 not found
1554 found at 722
8618 not found
4356 not found
6847 found at 3205
5581 not found
4804 not found
8908 not found
7444 not found
5378 not found
4064 not found
2449 not found
2926 not found
9749 not found
4940 not found
3645 not found
8321 found at 3903
5497 not found
9232 not found
7357 not found
2605 found at 1249
9262 found at 4351
8947 found at 4198
2749 found at 1299
2392 found at 1140
4118 not found
6610 not found
5050 found at 2378
1158 found at 526
7587 found at 3554
2040 not found
7289 not found
9827 not found
5626 found at 2650
5052 not found
9003 not found
9472 not found
4557 found at 2140
7824 found at 3669
9272 found at 4358
2443 not found
8839 not found
7165 found at 3357
9089 not found
9420 not found
6229 not found
9263 not found
9400 not found
21 not found
6601 found at 3073
6287 not found
75 found at 31
4958 found at 2336
1056 found at 473
9681 found at 4538
5181 not found
5321 not found
4527 found at 2124
9661 found at 4526
2849 found at 1352
6862 not found
8673 not found
5236 not found
4433 found at 2088
1097 found at 490
5626 found at 2650
7224 found at 3377
5745 not found
8064 found at 3780
7432 found at 3481
5455 not found
8776 not found
2990 not found
5145 not found
9307 found at 4375
9343 not found
8871 not found
9209 not found
3402 found at 1614
6651 found at 3096
784 found at 359
8441 found at 3955
9422 found at 4438
9650 found at 4520
9773 found at 4582
8428 not found
6246 not found
677 found at 313
2233 found at 1064
8942 found at 4195
6347 not found
4543 found at 2134
2395 not found
9008 not found
2227 found at 1061
9603 not found
9402 not found
3063 not found
2441 found at 1175
7668 not found
4441 not found
3156 not found
6618 not found
9662 not found
1583 not found
1344 found at 611
316 not found
8676 found at 4076
9463 not found
7601 not found
9370 found at 4408
6569 not found
1204 not found
6892 found at 3232
8654 found at 4062
5243 found at 2465
9818 not found
5218 not found
436 not found
5359 not found
3206 found at 1517
5893 not found
8865 not found
749 found at 346
4364 found at 2051
6949 found at 3261
633 not found
9146 found at 4301
4243 not found
6733 found at 3140
1903 not found
6961 not found
7709 not found
5930 not found
1890 found at 884
1511 found at 698
8194 not found
5242 not found
6433 not found
106 found at 44
1785 found at 828
1592 found at 743
6360 not found
9196 found at 4323
6513 not found
5409 not found
3227 not found
7415 found at 3475
3396 found at 1611
2850 found at 1355
77 not found
7893 not found
7125 not found
8409 found at 3942
3488 not found
9768 found at 4578
599 not found
1035 not found
1145 found at 516
8999 not found
1061 not found
5791 found at 2726
2801 found at 1327
6075 not found
5639 found at 2655
5011 found at 2354
892 not found
6842 not found
1662 found at 777
3558 found at 1680
330 not found
4345 not found
4512 not found
1112 not found
5449 not found
7103 found at 3331
7283 found at 3406
6412 not found
1548 not found
5429 found at 2544
463 found at 211
8698 found at 4085
8930 not found
2675 found at 1277
9112 found at 4282
3662 not found
3183 not found
7680 found at 3599
4563 found at 2145
6872 found at 3224
4309 not found
1867 not found
8995 found at 4222
9498 not found
4272 not found
5527 found at 2598
2317 not found
9386 not found
3649 found at 1716
326 not found
2651 not found
4208 found at 1970
3515 not found
9355 found at 4402
9986 not found
3119 not found
1563 found at 730
131 not found
9790 not found
7097 not found
3969 not found
508 found at 239
2977 found at 1412
3426 not found
2624 not found
9460 not found
5989 not found
5955 found at 2798
111 not found
5448 found at 2555
5071 found at 2385
5049 not found
5968 found at 2804
9207 not found
7994 not found
2230 not found
5361 found at 2517
8214 found at 3854
8183 not found
6975 found at 3269
6423 not found
7410 not found
5749 not found
1754 not found
3949 not found
4611 found at 2175
1875 found at 876
160 not found
460 not found
9552 not found
161 not found
122 not found
5519 not found
1984 found at 920
9610 found at 4504
9129 not found
7933 found at 3720
2126 not found
3741 not found
1255 found at 572
8459 not found
2909 not found
1337 found at 608
6418 not found
9856 found at 4623
640 not found
3644 found at 1715
705 found at 333
5352 not found
2513 not found
6478 not found
3359 found at 1594
9246 not found
8188 not found
8213 not found
4450 found at 2093
4012 not found
956 not found
7166 found at 3358
7988 found at 3748
7229 not found
3469 not found
9855 not found
3749 not found
5171 not found
4039 found at 1886
8781 not found
1621 not found
9157 found at 4306
8280 found at 3884
2076 found at 970
9804 not found
2640 not found
4701 not found
3542 found at 1675
4145 not found
1204 not found
8688 not found
7401 found at 3470
2537 not found
4375 not found
5051 not found
4092 not found
2201 not found
146 found at 64
7476 found at 3509
9729 not found
8578 not found
174 not found
3292 found at 1557
8416 found at 3945
7437 not found
2427 found at 1165
3174 not found
4865 found at 2290
3689 not found
4806 found at 2258
3362 found at 1597
9015 not found
1884 not found
286 found at 135
7449 found at 3492
7905 not found
8021 not found
9729 not found
4615 not found
355 found at 169
2319 not found
5766 found at 2714
7654 not found
8265 found at 3880
2334 not found
2273 not found
1871 not found
1987 found at 921
6758 found at 3156
6972 found at 3266
4892 found at 2305
1531 not found
5356 found at 2513
4628 not found
6136 found at 2874
4274 not found
805 not found
1663 not found
4907 not found
5127 not found
9064 not found
7646 found at 3580
8633 found at 4053
